"coordinate","configurations","parents","osvMatches","disposition"
"com.google.code.findbugs:jsr305:3.0.2",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher; :app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.test.espresso:espresso-core:3.5.0; com.android.tools.build:apkzlib:8.13.2; com.google.dagger:dagger-compiler:2.56.2; com.google.dagger:dagger-spi:2.56.2; com.google.dagger:hilt-android-compiler:2.56.2; com.google.dagger:hilt-android:2.56.2; com.google.dagger:hilt-core:2.56.2; com.google.guava:guava:32.0.1-jre; com.google.guava:guava:33.0.0-jre; com.google.guava:guava:33.3.1-jre; com.google.protobuf:protobuf-java-util:3.22.3; com.google.protobuf:protobuf-java-util:3.24.4; com.google.protobuf:protobuf-java-util:3.25.5; io.grpc:grpc-api:1.57.2; io.grpc:grpc-api:1.69.1; io.grpc:grpc-protobuf-lite:1.57.2; io.grpc:grpc-protobuf-lite:1.69.1; io.grpc:grpc-protobuf:1.57.2; io.grpc:grpc-protobuf:1.69.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.code.gson:gson:2.10.1",":app/project/_internal-unified-test-platform-core","com.google.protobuf:protobuf-java-util:3.22.3; io.grpc:grpc-core:1.57.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.code.gson:gson:2.11.0",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","androidx.databinding:databinding-compiler-common:8.13.2; com.android.tools:sdk-common:31.13.2; com.android.tools:sdklib:31.13.2; com.android.tools.analytics-library:shared:31.13.2; com.android.tools.build:builder:8.13.2; com.android.tools.build:gradle:8.13.2; com.android.tools.build:manifest-merger:31.13.2; com.android.tools.build.jetifier:jetifier-core:1.0.0-beta10; com.android.tools.emulator:proto:31.13.2; com.android.tools.utp:android-test-plugin-host-emulator-control:31.13.2; com.android.tools.utp:android-test-plugin-result-listener-gradle-proto:31.13.2; com.android.tools.utp:android-test-plugin-result-listener-gradle:31.13.2; com.google.crypto.tink:tink:1.7.0; com.google.protobuf:protobuf-java-util:3.24.4; com.google.protobuf:protobuf-java-util:3.25.5; io.grpc:grpc-core:1.69.1; org.jetbrains.kotlin:kotlin-build-statistics:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.code.gson:gson:2.8.9",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-launcher; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","com.google.crypto.tink:tink-android:1.8.0; com.google.protobuf:protobuf-java-util:3.24.4","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.code.gson:gson:2.9.0",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","androidx.room:room-migration:2.6.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.crypto.tink:tink-android:1.8.0",":app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.security:security-crypto:1.1.0-alpha06","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.crypto.tink:tink:1.7.0",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control","com.android.tools.build:gradle:8.13.2; com.android.tools.utp:android-test-plugin-host-emulator-control:31.13.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:dagger-compiler:2.56.2",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.dagger:hilt-android-compiler:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:dagger-lint-aar:2.56.2",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","com.google.dagger:hilt-android:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:dagger-spi:2.56.2",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.dagger:dagger-compiler:2.56.2; com.google.dagger:hilt-android-compiler:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:dagger:2.28.3",":/buildscript/classpath","com.android.tools.build:bundletool:1.18.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:dagger:2.48",":app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle; :app/project/_internal-unified-test-platform-core","com.google.testing.platform:android-device-provider-local:0.0.9-alpha03; com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha03; com.google.testing.platform:core:0.0.9-alpha03","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:dagger:2.56.2",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","com.google.dagger:dagger-compiler:2.56.2; com.google.dagger:dagger-spi:2.56.2; com.google.dagger:hilt-android-compiler:2.56.2; com.google.dagger:hilt-android:2.56.2; com.google.dagger:hilt-core:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:hilt-android-compiler:2.56.2",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:hilt-android-gradle-plugin:2.56.2",":/buildscript/classpath","com.google.dagger.hilt.android:com.google.dagger.hilt.android.gradle.plugin:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:hilt-android:2.56.2",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.hilt:hilt-navigation:1.2.0; project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger:hilt-core:2.56.2",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","com.google.dagger:hilt-android:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.dagger.hilt.android:com.google.dagger.hilt.android.gradle.plugin:2.56.2",":/buildscript/classpath","root project :","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.devtools.ksp:com.google.devtools.ksp.gradle.plugin:2.1.0-1.0.29",":/buildscript/classpath","root project :","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.devtools.ksp:symbol-processing-api:2.1.0-1.0.29",":/buildscript/classpath; :app/project/kotlinCompilerPluginClasspathDevDebug; :app/project/kotlinCompilerPluginClasspathDevDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathDevDebugUnitTest; :app/project/kotlinCompilerPluginClasspathDevRelease; :app/project/kotlinCompilerPluginClasspathDevReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathProdDebug; :app/project/kotlinCompilerPluginClasspathProdDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathProdDebugUnitTest; :app/project/kotlinCompilerPluginClasspathProdRelease; :app/project/kotlinCompilerPluginClasspathProdReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathQaDebug; :app/project/kotlinCompilerPluginClasspathQaDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathQaDebugUnitTest; :app/project/kotlinCompilerPluginClasspathQaRelease; :app/project/kotlinCompilerPluginClasspathQaReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathStagingDebug; :app/project/kotlinCompilerPluginClasspathStagingDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathStagingDebugUnitTest; :app/project/kotlinCompilerPluginClasspathStagingRelease; :app/project/kotlinCompilerPluginClasspathStagingReleaseUnitTest; :app/project/kspPluginClasspath; :app/project/kspPluginClasspathNonEmbeddable","com.google.devtools.ksp:symbol-processing-cmdline:2.1.0-1.0.29; com.google.devtools.ksp:symbol-processing-gradle-plugin:2.1.0-1.0.29; com.google.devtools.ksp:symbol-processing:2.1.0-1.0.29; project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.devtools.ksp:symbol-processing-api:2.1.10-1.0.31",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","androidx.room:room-compiler-processing:2.6.1; androidx.room:room-compiler:2.6.1; com.google.dagger:dagger-compiler:2.56.2; com.google.dagger:dagger-spi:2.56.2; com.google.dagger:hilt-android-compiler:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.devtools.ksp:symbol-processing-cmdline:2.1.0-1.0.29",":app/project/kspPluginClasspathNonEmbeddable","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.devtools.ksp:symbol-processing-common-deps:2.1.0-1.0.29",":/buildscript/classpath","com.google.devtools.ksp:symbol-processing-gradle-plugin:2.1.0-1.0.29","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.devtools.ksp:symbol-processing-gradle-plugin:2.1.0-1.0.29",":/buildscript/classpath","com.google.devtools.ksp:com.google.devtools.ksp.gradle.plugin:2.1.0-1.0.29","","Retain pending scoped work packages; no OSV match is not security clearance"
